path,classname
project_folder/audio_speech_actors_01-24\Actor_11\03-01-05-01-02-01-11.wav,angry
project_folder/audio_speech_actors_01-24\Actor_11\03-01-05-01-02-02-11.wav,angry
project_folder/audio_speech_actors_01-24\Actor_11\03-01-05-02-01-01-11.wav,angry
project_folder/audio_speech_actors_01-24\Actor_11\03-01-05-02-01-02-11.wav,angry
project_folder/audio_speech_actors_01-24\Actor_11\03-01-05-02-02-01-11.wav,angry
project_folder/audio_speech_actors_01-24\Actor_11\03-01-05-02-02-02-11.wav,angry
project_folder/audio_speech_actors_01-24\Actor_11\03-01-06-01-01-01-11.wav,fear
project_folder/audio_speech_actors_01-24\Actor_11\03-01-06-01-01-02-11.wav,fear
project_folder/audio_speech_actors_01-24\Actor_11\03-01-06-01-02-01-11.wav,fear
project_folder/audio_speech_actors_01-24\Actor_11\03-01-06-01-02-02-11.wav,fear
project_folder/audio_speech_actors_01-24\Actor_11\03-01-06-02-01-01-11.wav,fear
project_folder/audio_speech_actors_01-24\Actor_11\03-01-06-02-01-02-11.wav,fear
project_folder/audio_speech_actors_01-24\Actor_11\03-01-06-02-02-01-11.wav,fear
project_folder/audio_speech_actors_01-24\Actor_11\03-01-06-02-02-02-11.wav,fear
project_folder/audio_speech_actors_01-24\Actor_11\03-01-07-01-01-01-11.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_11\03-01-07-01-01-02-11.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_11\03-01-07-01-02-01-11.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_11\03-01-07-01-02-02-11.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_11\03-01-07-02-01-01-11.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_11\03-01-07-02-01-02-11.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_11\03-01-07-02-02-01-11.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_11\03-01-07-02-02-02-11.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_11\03-01-08-01-01-01-11.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_11\03-01-08-01-01-02-11.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_11\03-01-08-01-02-01-11.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_11\03-01-08-01-02-02-11.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_11\03-01-08-02-01-01-11.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_11\03-01-08-02-01-02-11.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_11\03-01-08-02-02-01-11.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_11\03-01-08-02-02-02-11.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_12\03-01-01-01-01-01-12.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_12\03-01-01-01-01-02-12.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_12\03-01-01-01-02-01-12.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_12\03-01-01-01-02-02-12.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_12\03-01-02-01-01-01-12.wav,calm
project_folder/audio_speech_actors_01-24\Actor_12\03-01-02-01-01-02-12.wav,calm
project_folder/audio_speech_actors_01-24\Actor_12\03-01-02-01-02-01-12.wav,calm
project_folder/audio_speech_actors_01-24\Actor_12\03-01-02-01-02-02-12.wav,calm
project_folder/audio_speech_actors_01-24\Actor_12\03-01-02-02-01-01-12.wav,calm
project_folder/audio_speech_actors_01-24\Actor_12\03-01-02-02-01-02-12.wav,calm
project_folder/audio_speech_actors_01-24\Actor_12\03-01-02-02-02-01-12.wav,calm
project_folder/audio_speech_actors_01-24\Actor_12\03-01-02-02-02-02-12.wav,calm
project_folder/audio_speech_actors_01-24\Actor_12\03-01-03-01-01-01-12.wav,happy
project_folder/audio_speech_actors_01-24\Actor_12\03-01-03-01-01-02-12.wav,happy
project_folder/audio_speech_actors_01-24\Actor_12\03-01-03-01-02-01-12.wav,happy
project_folder/audio_speech_actors_01-24\Actor_12\03-01-03-01-02-02-12.wav,happy
project_folder/audio_speech_actors_01-24\Actor_12\03-01-03-02-01-01-12.wav,happy
project_folder/audio_speech_actors_01-24\Actor_12\03-01-03-02-01-02-12.wav,happy
project_folder/audio_speech_actors_01-24\Actor_12\03-01-03-02-02-01-12.wav,happy
project_folder/audio_speech_actors_01-24\Actor_12\03-01-03-02-02-02-12.wav,happy
project_folder/audio_speech_actors_01-24\Actor_12\03-01-04-01-01-01-12.wav,sad
project_folder/audio_speech_actors_01-24\Actor_12\03-01-04-01-01-02-12.wav,sad
project_folder/audio_speech_actors_01-24\Actor_12\03-01-04-01-02-01-12.wav,sad
project_folder/audio_speech_actors_01-24\Actor_12\03-01-04-01-02-02-12.wav,sad
project_folder/audio_speech_actors_01-24\Actor_12\03-01-04-02-01-01-12.wav,sad
project_folder/audio_speech_actors_01-24\Actor_12\03-01-04-02-01-02-12.wav,sad
project_folder/audio_speech_actors_01-24\Actor_12\03-01-04-02-02-01-12.wav,sad
project_folder/audio_speech_actors_01-24\Actor_12\03-01-04-02-02-02-12.wav,sad
project_folder/audio_speech_actors_01-24\Actor_12\03-01-05-01-01-01-12.wav,angry
project_folder/audio_speech_actors_01-24\Actor_12\03-01-05-01-01-02-12.wav,angry
project_folder/audio_speech_actors_01-24\Actor_12\03-01-05-01-02-01-12.wav,angry
project_folder/audio_speech_actors_01-24\Actor_12\03-01-05-01-02-02-12.wav,angry
project_folder/audio_speech_actors_01-24\Actor_12\03-01-05-02-01-01-12.wav,angry
project_folder/audio_speech_actors_01-24\Actor_12\03-01-05-02-01-02-12.wav,angry
project_folder/audio_speech_actors_01-24\Actor_12\03-01-05-02-02-01-12.wav,angry
project_folder/audio_speech_actors_01-24\Actor_12\03-01-05-02-02-02-12.wav,angry
project_folder/audio_speech_actors_01-24\Actor_12\03-01-06-01-01-01-12.wav,fear
project_folder/audio_speech_actors_01-24\Actor_12\03-01-06-01-01-02-12.wav,fear
project_folder/audio_speech_actors_01-24\Actor_12\03-01-06-01-02-01-12.wav,fear
project_folder/audio_speech_actors_01-24\Actor_12\03-01-06-01-02-02-12.wav,fear
project_folder/audio_speech_actors_01-24\Actor_12\03-01-06-02-01-01-12.wav,fear
project_folder/audio_speech_actors_01-24\Actor_12\03-01-06-02-01-02-12.wav,fear
project_folder/audio_speech_actors_01-24\Actor_12\03-01-06-02-02-01-12.wav,fear
project_folder/audio_speech_actors_01-24\Actor_12\03-01-06-02-02-02-12.wav,fear
project_folder/audio_speech_actors_01-24\Actor_12\03-01-07-01-01-01-12.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_12\03-01-07-01-01-02-12.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_12\03-01-07-01-02-01-12.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_12\03-01-07-01-02-02-12.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_12\03-01-07-02-01-01-12.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_12\03-01-07-02-01-02-12.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_12\03-01-07-02-02-01-12.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_12\03-01-07-02-02-02-12.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_12\03-01-08-01-01-01-12.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_12\03-01-08-01-01-02-12.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_12\03-01-08-01-02-01-12.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_12\03-01-08-01-02-02-12.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_12\03-01-08-02-01-01-12.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_12\03-01-08-02-01-02-12.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_12\03-01-08-02-02-01-12.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_12\03-01-08-02-02-02-12.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_13\03-01-01-01-01-01-13.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_13\03-01-01-01-01-02-13.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_13\03-01-01-01-02-01-13.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_13\03-01-01-01-02-02-13.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_13\03-01-02-01-01-01-13.wav,calm
project_folder/audio_speech_actors_01-24\Actor_13\03-01-02-01-01-02-13.wav,calm
project_folder/audio_speech_actors_01-24\Actor_13\03-01-02-01-02-01-13.wav,calm
project_folder/audio_speech_actors_01-24\Actor_13\03-01-02-01-02-02-13.wav,calm
project_folder/audio_speech_actors_01-24\Actor_13\03-01-02-02-01-01-13.wav,calm
project_folder/audio_speech_actors_01-24\Actor_13\03-01-02-02-01-02-13.wav,calm
project_folder/audio_speech_actors_01-24\Actor_13\03-01-02-02-02-01-13.wav,calm
project_folder/audio_speech_actors_01-24\Actor_13\03-01-02-02-02-02-13.wav,calm
project_folder/audio_speech_actors_01-24\Actor_13\03-01-03-01-01-01-13.wav,happy
project_folder/audio_speech_actors_01-24\Actor_13\03-01-03-01-01-02-13.wav,happy
project_folder/audio_speech_actors_01-24\Actor_13\03-01-03-01-02-01-13.wav,happy
project_folder/audio_speech_actors_01-24\Actor_13\03-01-03-01-02-02-13.wav,happy
project_folder/audio_speech_actors_01-24\Actor_13\03-01-03-02-01-01-13.wav,happy
project_folder/audio_speech_actors_01-24\Actor_13\03-01-03-02-01-02-13.wav,happy
project_folder/audio_speech_actors_01-24\Actor_13\03-01-03-02-02-01-13.wav,happy
project_folder/audio_speech_actors_01-24\Actor_13\03-01-03-02-02-02-13.wav,happy
project_folder/audio_speech_actors_01-24\Actor_13\03-01-04-01-01-01-13.wav,sad
project_folder/audio_speech_actors_01-24\Actor_13\03-01-04-01-01-02-13.wav,sad
project_folder/audio_speech_actors_01-24\Actor_13\03-01-04-01-02-01-13.wav,sad
project_folder/audio_speech_actors_01-24\Actor_13\03-01-04-01-02-02-13.wav,sad
project_folder/audio_speech_actors_01-24\Actor_13\03-01-04-02-01-01-13.wav,sad
project_folder/audio_speech_actors_01-24\Actor_13\03-01-04-02-01-02-13.wav,sad
project_folder/audio_speech_actors_01-24\Actor_13\03-01-04-02-02-01-13.wav,sad
project_folder/audio_speech_actors_01-24\Actor_13\03-01-04-02-02-02-13.wav,sad
project_folder/audio_speech_actors_01-24\Actor_13\03-01-05-01-01-01-13.wav,angry
project_folder/audio_speech_actors_01-24\Actor_13\03-01-05-01-01-02-13.wav,angry
project_folder/audio_speech_actors_01-24\Actor_13\03-01-05-01-02-01-13.wav,angry
project_folder/audio_speech_actors_01-24\Actor_13\03-01-05-01-02-02-13.wav,angry
project_folder/audio_speech_actors_01-24\Actor_13\03-01-05-02-01-01-13.wav,angry
project_folder/audio_speech_actors_01-24\Actor_13\03-01-05-02-01-02-13.wav,angry
project_folder/audio_speech_actors_01-24\Actor_13\03-01-05-02-02-01-13.wav,angry
project_folder/audio_speech_actors_01-24\Actor_13\03-01-05-02-02-02-13.wav,angry
project_folder/audio_speech_actors_01-24\Actor_13\03-01-06-01-01-01-13.wav,fear
project_folder/audio_speech_actors_01-24\Actor_13\03-01-06-01-01-02-13.wav,fear
project_folder/audio_speech_actors_01-24\Actor_13\03-01-06-01-02-01-13.wav,fear
project_folder/audio_speech_actors_01-24\Actor_13\03-01-06-01-02-02-13.wav,fear
project_folder/audio_speech_actors_01-24\Actor_13\03-01-06-02-01-01-13.wav,fear
project_folder/audio_speech_actors_01-24\Actor_13\03-01-06-02-01-02-13.wav,fear
project_folder/audio_speech_actors_01-24\Actor_13\03-01-06-02-02-01-13.wav,fear
project_folder/audio_speech_actors_01-24\Actor_13\03-01-06-02-02-02-13.wav,fear
project_folder/audio_speech_actors_01-24\Actor_13\03-01-07-01-01-01-13.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_13\03-01-07-01-01-02-13.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_13\03-01-07-01-02-01-13.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_13\03-01-07-01-02-02-13.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_13\03-01-07-02-01-01-13.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_13\03-01-07-02-01-02-13.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_13\03-01-07-02-02-01-13.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_13\03-01-07-02-02-02-13.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_13\03-01-08-01-01-01-13.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_13\03-01-08-01-01-02-13.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_13\03-01-08-01-02-01-13.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_13\03-01-08-01-02-02-13.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_13\03-01-08-02-01-01-13.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_13\03-01-08-02-01-02-13.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_13\03-01-08-02-02-01-13.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_13\03-01-08-02-02-02-13.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_14\03-01-01-01-01-01-14.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_14\03-01-01-01-01-02-14.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_14\03-01-01-01-02-01-14.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_14\03-01-01-01-02-02-14.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_14\03-01-02-01-01-01-14.wav,calm
project_folder/audio_speech_actors_01-24\Actor_14\03-01-02-01-01-02-14.wav,calm
project_folder/audio_speech_actors_01-24\Actor_14\03-01-02-01-02-01-14.wav,calm
project_folder/audio_speech_actors_01-24\Actor_14\03-01-02-01-02-02-14.wav,calm
project_folder/audio_speech_actors_01-24\Actor_14\03-01-02-02-01-01-14.wav,calm
project_folder/audio_speech_actors_01-24\Actor_14\03-01-02-02-01-02-14.wav,calm
project_folder/audio_speech_actors_01-24\Actor_14\03-01-02-02-02-01-14.wav,calm
project_folder/audio_speech_actors_01-24\Actor_14\03-01-02-02-02-02-14.wav,calm
project_folder/audio_speech_actors_01-24\Actor_14\03-01-03-01-01-01-14.wav,happy
project_folder/audio_speech_actors_01-24\Actor_14\03-01-03-01-01-02-14.wav,happy
project_folder/audio_speech_actors_01-24\Actor_14\03-01-03-01-02-01-14.wav,happy
project_folder/audio_speech_actors_01-24\Actor_14\03-01-03-01-02-02-14.wav,happy
project_folder/audio_speech_actors_01-24\Actor_14\03-01-03-02-01-01-14.wav,happy
project_folder/audio_speech_actors_01-24\Actor_14\03-01-03-02-01-02-14.wav,happy
project_folder/audio_speech_actors_01-24\Actor_14\03-01-03-02-02-01-14.wav,happy
project_folder/audio_speech_actors_01-24\Actor_14\03-01-03-02-02-02-14.wav,happy
project_folder/audio_speech_actors_01-24\Actor_14\03-01-04-01-01-01-14.wav,sad
project_folder/audio_speech_actors_01-24\Actor_14\03-01-04-01-01-02-14.wav,sad
project_folder/audio_speech_actors_01-24\Actor_14\03-01-04-01-02-01-14.wav,sad
project_folder/audio_speech_actors_01-24\Actor_14\03-01-04-01-02-02-14.wav,sad
project_folder/audio_speech_actors_01-24\Actor_14\03-01-04-02-01-01-14.wav,sad
project_folder/audio_speech_actors_01-24\Actor_14\03-01-04-02-01-02-14.wav,sad
project_folder/audio_speech_actors_01-24\Actor_14\03-01-04-02-02-01-14.wav,sad
project_folder/audio_speech_actors_01-24\Actor_14\03-01-04-02-02-02-14.wav,sad
project_folder/audio_speech_actors_01-24\Actor_14\03-01-05-01-01-01-14.wav,angry
project_folder/audio_speech_actors_01-24\Actor_14\03-01-05-01-01-02-14.wav,angry
project_folder/audio_speech_actors_01-24\Actor_14\03-01-05-01-02-01-14.wav,angry
project_folder/audio_speech_actors_01-24\Actor_14\03-01-05-01-02-02-14.wav,angry
project_folder/audio_speech_actors_01-24\Actor_14\03-01-05-02-01-01-14.wav,angry
project_folder/audio_speech_actors_01-24\Actor_14\03-01-05-02-01-02-14.wav,angry
project_folder/audio_speech_actors_01-24\Actor_14\03-01-05-02-02-01-14.wav,angry
project_folder/audio_speech_actors_01-24\Actor_14\03-01-05-02-02-02-14.wav,angry
project_folder/audio_speech_actors_01-24\Actor_14\03-01-06-01-01-01-14.wav,fear
project_folder/audio_speech_actors_01-24\Actor_14\03-01-06-01-01-02-14.wav,fear
project_folder/audio_speech_actors_01-24\Actor_14\03-01-06-01-02-01-14.wav,fear
project_folder/audio_speech_actors_01-24\Actor_14\03-01-06-01-02-02-14.wav,fear
project_folder/audio_speech_actors_01-24\Actor_14\03-01-06-02-01-01-14.wav,fear
project_folder/audio_speech_actors_01-24\Actor_14\03-01-06-02-01-02-14.wav,fear
project_folder/audio_speech_actors_01-24\Actor_14\03-01-06-02-02-01-14.wav,fear
project_folder/audio_speech_actors_01-24\Actor_14\03-01-06-02-02-02-14.wav,fear
project_folder/audio_speech_actors_01-24\Actor_14\03-01-07-01-01-01-14.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_14\03-01-07-01-01-02-14.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_14\03-01-07-01-02-01-14.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_14\03-01-07-01-02-02-14.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_14\03-01-07-02-01-01-14.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_14\03-01-07-02-01-02-14.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_14\03-01-07-02-02-01-14.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_14\03-01-07-02-02-02-14.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_14\03-01-08-01-01-01-14.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_14\03-01-08-01-01-02-14.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_14\03-01-08-01-02-01-14.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_14\03-01-08-01-02-02-14.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_14\03-01-08-02-01-01-14.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_14\03-01-08-02-01-02-14.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_14\03-01-08-02-02-01-14.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_14\03-01-08-02-02-02-14.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_15\03-01-01-01-01-01-15.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_15\03-01-01-01-01-02-15.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_15\03-01-01-01-02-01-15.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_15\03-01-01-01-02-02-15.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_15\03-01-02-01-01-01-15.wav,calm
project_folder/audio_speech_actors_01-24\Actor_15\03-01-02-01-01-02-15.wav,calm
project_folder/audio_speech_actors_01-24\Actor_15\03-01-02-01-02-01-15.wav,calm
project_folder/audio_speech_actors_01-24\Actor_15\03-01-02-01-02-02-15.wav,calm
project_folder/audio_speech_actors_01-24\Actor_15\03-01-02-02-01-01-15.wav,calm
project_folder/audio_speech_actors_01-24\Actor_15\03-01-02-02-01-02-15.wav,calm
project_folder/audio_speech_actors_01-24\Actor_15\03-01-02-02-02-01-15.wav,calm
project_folder/audio_speech_actors_01-24\Actor_15\03-01-02-02-02-02-15.wav,calm
project_folder/audio_speech_actors_01-24\Actor_15\03-01-03-01-01-01-15.wav,happy
project_folder/audio_speech_actors_01-24\Actor_15\03-01-03-01-01-02-15.wav,happy
project_folder/audio_speech_actors_01-24\Actor_15\03-01-03-01-02-01-15.wav,happy
project_folder/audio_speech_actors_01-24\Actor_15\03-01-03-01-02-02-15.wav,happy
project_folder/audio_speech_actors_01-24\Actor_15\03-01-03-02-01-01-15.wav,happy
project_folder/audio_speech_actors_01-24\Actor_15\03-01-03-02-01-02-15.wav,happy
project_folder/audio_speech_actors_01-24\Actor_15\03-01-03-02-02-01-15.wav,happy
project_folder/audio_speech_actors_01-24\Actor_15\03-01-03-02-02-02-15.wav,happy
project_folder/audio_speech_actors_01-24\Actor_15\03-01-04-01-01-01-15.wav,sad
project_folder/audio_speech_actors_01-24\Actor_15\03-01-04-01-01-02-15.wav,sad
project_folder/audio_speech_actors_01-24\Actor_15\03-01-04-01-02-01-15.wav,sad
project_folder/audio_speech_actors_01-24\Actor_15\03-01-04-01-02-02-15.wav,sad
project_folder/audio_speech_actors_01-24\Actor_15\03-01-04-02-01-01-15.wav,sad
project_folder/audio_speech_actors_01-24\Actor_15\03-01-04-02-01-02-15.wav,sad
project_folder/audio_speech_actors_01-24\Actor_15\03-01-04-02-02-01-15.wav,sad
project_folder/audio_speech_actors_01-24\Actor_15\03-01-04-02-02-02-15.wav,sad
project_folder/audio_speech_actors_01-24\Actor_15\03-01-05-01-01-01-15.wav,angry
project_folder/audio_speech_actors_01-24\Actor_15\03-01-05-01-01-02-15.wav,angry
project_folder/audio_speech_actors_01-24\Actor_15\03-01-05-01-02-01-15.wav,angry
project_folder/audio_speech_actors_01-24\Actor_15\03-01-05-01-02-02-15.wav,angry
project_folder/audio_speech_actors_01-24\Actor_15\03-01-05-02-01-01-15.wav,angry
project_folder/audio_speech_actors_01-24\Actor_15\03-01-05-02-01-02-15.wav,angry
project_folder/audio_speech_actors_01-24\Actor_15\03-01-05-02-02-01-15.wav,angry
project_folder/audio_speech_actors_01-24\Actor_15\03-01-05-02-02-02-15.wav,angry
project_folder/audio_speech_actors_01-24\Actor_15\03-01-06-01-01-01-15.wav,fear
project_folder/audio_speech_actors_01-24\Actor_15\03-01-06-01-01-02-15.wav,fear
project_folder/audio_speech_actors_01-24\Actor_15\03-01-06-01-02-01-15.wav,fear
project_folder/audio_speech_actors_01-24\Actor_15\03-01-06-01-02-02-15.wav,fear
project_folder/audio_speech_actors_01-24\Actor_15\03-01-06-02-01-01-15.wav,fear
project_folder/audio_speech_actors_01-24\Actor_15\03-01-06-02-01-02-15.wav,fear
project_folder/audio_speech_actors_01-24\Actor_15\03-01-06-02-02-01-15.wav,fear
project_folder/audio_speech_actors_01-24\Actor_15\03-01-06-02-02-02-15.wav,fear
project_folder/audio_speech_actors_01-24\Actor_15\03-01-07-01-01-01-15.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_15\03-01-07-01-01-02-15.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_15\03-01-07-01-02-01-15.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_15\03-01-07-01-02-02-15.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_15\03-01-07-02-01-01-15.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_15\03-01-07-02-01-02-15.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_15\03-01-07-02-02-01-15.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_15\03-01-07-02-02-02-15.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_15\03-01-08-01-01-01-15.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_15\03-01-08-01-01-02-15.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_15\03-01-08-01-02-01-15.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_15\03-01-08-01-02-02-15.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_15\03-01-08-02-01-01-15.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_15\03-01-08-02-01-02-15.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_15\03-01-08-02-02-01-15.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_15\03-01-08-02-02-02-15.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_16\03-01-01-01-01-01-16.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_16\03-01-01-01-01-02-16.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_16\03-01-01-01-02-01-16.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_16\03-01-01-01-02-02-16.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_16\03-01-02-01-01-01-16.wav,calm
project_folder/audio_speech_actors_01-24\Actor_16\03-01-02-01-01-02-16.wav,calm
project_folder/audio_speech_actors_01-24\Actor_16\03-01-02-01-02-01-16.wav,calm
project_folder/audio_speech_actors_01-24\Actor_16\03-01-02-01-02-02-16.wav,calm
project_folder/audio_speech_actors_01-24\Actor_16\03-01-02-02-01-01-16.wav,calm
project_folder/audio_speech_actors_01-24\Actor_16\03-01-02-02-01-02-16.wav,calm
project_folder/audio_speech_actors_01-24\Actor_16\03-01-02-02-02-01-16.wav,calm
project_folder/audio_speech_actors_01-24\Actor_16\03-01-02-02-02-02-16.wav,calm
project_folder/audio_speech_actors_01-24\Actor_16\03-01-03-01-01-01-16.wav,happy
project_folder/audio_speech_actors_01-24\Actor_16\03-01-03-01-01-02-16.wav,happy
project_folder/audio_speech_actors_01-24\Actor_16\03-01-03-01-02-01-16.wav,happy
project_folder/audio_speech_actors_01-24\Actor_16\03-01-03-01-02-02-16.wav,happy
project_folder/audio_speech_actors_01-24\Actor_16\03-01-03-02-01-01-16.wav,happy
project_folder/audio_speech_actors_01-24\Actor_16\03-01-03-02-01-02-16.wav,happy
project_folder/audio_speech_actors_01-24\Actor_16\03-01-03-02-02-01-16.wav,happy
project_folder/audio_speech_actors_01-24\Actor_16\03-01-03-02-02-02-16.wav,happy
project_folder/audio_speech_actors_01-24\Actor_16\03-01-04-01-01-01-16.wav,sad
project_folder/audio_speech_actors_01-24\Actor_16\03-01-04-01-01-02-16.wav,sad
project_folder/audio_speech_actors_01-24\Actor_16\03-01-04-01-02-01-16.wav,sad
project_folder/audio_speech_actors_01-24\Actor_16\03-01-04-01-02-02-16.wav,sad
project_folder/audio_speech_actors_01-24\Actor_16\03-01-04-02-01-01-16.wav,sad
project_folder/audio_speech_actors_01-24\Actor_16\03-01-04-02-01-02-16.wav,sad
project_folder/audio_speech_actors_01-24\Actor_16\03-01-04-02-02-01-16.wav,sad
project_folder/audio_speech_actors_01-24\Actor_16\03-01-04-02-02-02-16.wav,sad
project_folder/audio_speech_actors_01-24\Actor_16\03-01-05-01-01-01-16.wav,angry
project_folder/audio_speech_actors_01-24\Actor_16\03-01-05-01-01-02-16.wav,angry
project_folder/audio_speech_actors_01-24\Actor_16\03-01-05-01-02-01-16.wav,angry
project_folder/audio_speech_actors_01-24\Actor_16\03-01-05-01-02-02-16.wav,angry
project_folder/audio_speech_actors_01-24\Actor_16\03-01-05-02-01-01-16.wav,angry
project_folder/audio_speech_actors_01-24\Actor_16\03-01-05-02-01-02-16.wav,angry
project_folder/audio_speech_actors_01-24\Actor_16\03-01-05-02-02-01-16.wav,angry
project_folder/audio_speech_actors_01-24\Actor_16\03-01-05-02-02-02-16.wav,angry
project_folder/audio_speech_actors_01-24\Actor_16\03-01-06-01-01-01-16.wav,fear
project_folder/audio_speech_actors_01-24\Actor_16\03-01-06-01-01-02-16.wav,fear
project_folder/audio_speech_actors_01-24\Actor_16\03-01-06-01-02-01-16.wav,fear
project_folder/audio_speech_actors_01-24\Actor_16\03-01-06-01-02-02-16.wav,fear
project_folder/audio_speech_actors_01-24\Actor_16\03-01-06-02-01-01-16.wav,fear
project_folder/audio_speech_actors_01-24\Actor_16\03-01-06-02-01-02-16.wav,fear
project_folder/audio_speech_actors_01-24\Actor_16\03-01-06-02-02-01-16.wav,fear
project_folder/audio_speech_actors_01-24\Actor_16\03-01-06-02-02-02-16.wav,fear
project_folder/audio_speech_actors_01-24\Actor_16\03-01-07-01-01-01-16.wav,disgust
